"Term","Importance"
"becom",1.55713243407548
"consent",1.55580226556301
"bounti",1.55338846947677
"canadian",1.5287878384017
"distanc",1.52188016936072
"freeli",1.51858771540077
"greet",1.51196030296732
"pursuant",1.51159746200546
"sell",1.49682216132436
"territori",1.49163369668287
"canada",1.4725156320734
"wish",1.46087018993394
"inspector",1.45789452305505
"portag",1.4563996344063
"receiv",1.45359621385002
"inform",1.45351788347996
"satisfi",1.45152717791019
"britann",1.45037437627555
"explain",1.44990763466207
"accord",1.44781121837637
"estat",1.44255285908465
"execut",1.4373025710834
"member",1.42757844324584
"run",1.42264501077165
"revers",1.41479726429722
"harrow",1.41403825553283
"keep",1.4139987149978
"describ",1.41125288927929
"abl",1.40990537284429
"confin",1.40957061639257
"jame",1.4095342799249
"back",1.40926570181747
"northeast",1.40482903780156
"enforc",1.40472943729177
"scotia",1.40098291577222
"discuss",1.39797166670768
"therefrom",1.39354870012701
"tranch",1.39265052823316
"determin",1.39033100164012
"commission",1.38924278749413
"premis",1.38823133683649
"equival",1.38635767021177
"juli",1.38352973402417
"unit",1.380831061688
"age",1.37861626652914
"band",1.37792692006998
"gracious",1.37452100585801
"truli",1.37167914303764
"hereinbefor",1.36693403703483
"heard",1.36183282087309
"render",1.35917562873481
"provis",1.34593240947242
"rapid",1.34037405884483
"shewn",1.33665249137669
"without",1.33560247594405
"intend",1.33309314702006
"thing",1.32952343310981
"chief",1.32517526972999
"liabl",1.32474156006468
"appoint",1.31431548850671
"occas",1.31319301556129
"save",1.3077216627496
"throughout",1.30634205685966
"john",1.30298795742483
"trust",1.30126100657683
"therefor",1.29619775742213
"advis",1.2960636825501
"either",1.29530416298987
"wester",1.29444406880138
"interest",1.29334134531668
"forti",1.29236250158988
"prove",1.29172653551647
"quantiti",1.29038353194957
"assist",1.28393932738982
"souther",1.28247355350139
"month",1.28164670466752
"outlet",1.2814903549492
"suit",1.28093565627332
"annex",1.27997907047464
"mckee",1.2791018927059
"four",1.27528231640888
"taken",1.27177720533321
"lie",1.27151066866644
"individu",1.26917867341685
"question",1.26857157459696
"distribut",1.26612449937263
"owe",1.25696074968995
"woman",1.25571309884325
"command",1.25050927783644
"enfeoff",1.24978511152707
"declar",1.24972137969971
"privi",1.24954454721417
"novemb",1.24893301839368
"furnish",1.23190849202996
"queen",1.22415101300343
"white",1.21982405595976
"fit",1.21050775834545
"arriv",1.21036390820362
"narrow",1.20620524346801
"conduct",1.20270425369325
"care",1.19995165594431
"loyal",1.19958395662179
"releas",1.19753035441046
"bull",1.1921305047981
"elsewher",1.18887765970876
"solemn",1.18869715092113
"apart",1.18573902373789
"eastern",1.18096341293266
"easter",1.1799804742046
"god",1.17880468278456
"larger",1.1768272182289
"among",1.17497344117849
"good",1.17210259226637
"estim",1.16094444839534
"agre",1.15570946569849
"public",1.14223254126815
"survey",1.14135504070483
"final",1.1381310078415
"less",1.1255474409781
"arrang",1.12526690688103
"deliber",1.12489227935465
"sovereign",1.12185288456757
"forth",1.12148331511772
"introduc",1.11237830354994
"britain",1.10715161246581
"behav",1.10291015917762
"alway",1.10072284751132
"deem",1.09866554532228
"forc",1.09605495418899
"approv",1.08727205487509
"township",1.08601740546881
"slave",1.08106430920042
"chapter",1.08000498263236
"opposit",1.07655074418544
"sold",1.07105755933679
"similar",1.07058739914828
"includ",1.07029294718439
"assur",1.06710700946074
"mine",1.06621186132391
"allot",1.06597179116575
"deed",1.05831505594905
"leas",1.05694275546175
"entitl",1.05653843262335
"offend",1.05643162338818
"design",1.05495436785633
"hereaft",1.05130083532561
"india",1.04719258388909
"discharg",1.04494450633257
"signifi",1.042861810464
"provid",1.03781888793955
"abid",1.03686589243874
"never",1.03497503719128
"improv",1.0319417580493
"merchandis",1.02865996813708
"difficulti",1.0285647760316
"cash",1.0271047414272
"southern",1.02383175055297
"pursuanc",1.01575148046546
"written",1.01471710758443
"commiss",1.00297399930603
"administ",1.00025009378908
"affect",1.00025009378908
"anoth",1.00025009378908
"anywis",1.00025009378908
"apiec",1.00025009378908
"barley",1.00025009378908
"better",1.00025009378908
"branch",1.00025009378908
"britannick",1.00025009378908
"broken",1.00025009378908
"burlington",1.00025009378908
"carpent",1.00025009378908
"census",1.00025009378908
"cession",1.00025009378908
"chain",1.00025009378908
"cheer",1.00025009378908
"christi",1.00025009378908
"church",1.00025009378908
"conform",1.00025009378908
"crown",1.00025009378908
"darlington",1.00025009378908
"deer",1.00025009378908
"divid",1.00025009378908
"drawn",1.00025009378908
"dress",1.00025009378908
"duplic",1.00025009378908
"easement",1.00025009378908
"eighteenth",1.00025009378908
"empow",1.00025009378908
"encourag",1.00025009378908
"encroach",1.00025009378908
"enseal",1.00025009378908
"ensu",1.00025009378908
"flag",1.00025009378908
"grace",1.00025009378908
"intern",1.00025009378908
"irrevoc",1.00025009378908
"lawrenc",1.00025009378908
"lieuten",1.00025009378908
"liquor",1.00025009378908
"local",1.00025009378908
"main",1.00025009378908
"manitoba",1.00025009378908
"mean",1.00025009378908
"medal",1.00025009378908
"messissagu",1.00025009378908
"mississagu",1.00025009378908
"mount",1.00025009378908
"natur",1.00025009378908
"obey",1.00025009378908
"outrag",1.00025009378908
"particular",1.00025009378908
"perfect",1.00025009378908
"possibl",1.00025009378908
"put",1.00025009378908
"rais",1.00025009378908
"renounc",1.00025009378908
"saulteaux",1.00025009378908
"schedul",1.00025009378908
"school",1.00025009378908
"scugog",1.00025009378908
"settler",1.00025009378908
"seventysix",1.00025009378908
"sixth",1.00025009378908
"sixtyeight",1.00025009378908
"thereunto",1.00025009378908
"took",1.00025009378908
"trap",1.00025009378908
"turtl",1.00025009378908
"twentyfirst",1.00025009378908
"unabl",1.00025009378908
"understood",1.00025009378908
"wherof",1.00025009378908
"accur",1.00025009378908
"acquit",1.00025009378908
"actual",1.00025009378908
"announc",1.00025009378908
"break",1.00025009378908
"brief",1.00025009378908
"cape",1.00025009378908
"chest",1.00025009378908
"christian",1.00025009378908
"claus",1.00025009378908
"communic",1.00025009378908
"complet",1.00025009378908
"comput",1.00025009378908
"deal",1.00025009378908
"emperor",1.00025009378908
"enact",1.00025009378908
"esq",1.00025009378908
"exist",1.00025009378908
"expens",1.00025009378908
"garrison",1.00025009378908
"georgian",1.00025009378908
"gift",1.00025009378908
"habit",1.00025009378908
"help",1.00025009378908
"herewith",1.00025009378908
"high",1.00025009378908
"howev",1.00025009378908
"incumbr",1.00025009378908
"isl",1.00025009378908
"knowledg",1.00025009378908
"lieu",1.00025009378908
"longer",1.00025009378908
"mind",1.00025009378908
"missisagu",1.00025009378908
"northeastern",1.00025009378908
"otter",1.00025009378908
"owen",1.00025009378908
"parri",1.00025009378908
"preserv",1.00025009378908
"rein",1.00025009378908
"sai",1.00025009378908
"saw",1.00025009378908
"settl",1.00025009378908
"sir",1.00025009378908
"start",1.00025009378908
"ste",1.00025009378908
"strong",1.00025009378908
"submiss",1.00025009378908
"supervis",1.00025009378908
"thirteenth",1.00025009378908
"tree",1.00025009378908
"understand",1.00025009378908
"unless",1.00025009378908
"valuabl",1.00025009378908
"wide",1.00025009378908
"yet",1.00025009378908
"suitabl",0.998190715201144
"imposs",0.99659048844595
"join",0.995825627386929
"live",0.992701981350546
"quebec",0.992628409580736
"thought",0.988367951220719
"benjamin",0.985779786540709
"perform",0.977844678902792
"usual",0.967792327931666
"morri",0.959237505980829
"field",0.957323838883449
"negoti",0.955207565395004
"mouth",0.953965703567204
"angl",0.948570990327214
"proper",0.943412122739343
"cross",0.942964657954744
"stewart",0.942754679450855
"given",0.942199279389573
"allow",0.939870988529524
"whetston",0.938591922474539
"undersign",0.938524359485595
"seventyf",0.934966112855246
"happen",0.926503425567188
"chosen",0.923270461784987
"mission",0.916143565595741
"necessari",0.91200764446474
"round",0.909989048975465
"thereof",0.905734432626389
"seal",0.904343853627995
"languag",0.901320509208351
"french",0.897749144583307
"intersect",0.897152185546722
"regul",0.893897651005047
"compani",0.887087297401204
"singular",0.886880311974723
"exceed",0.885209595656493
"beyond",0.884963917915612
"benefit",0.875413549902484
"articl",0.87378852670364
"strait",0.872028645228405
"servic",0.87118263213385
"thereupon",0.870326579472532
"fifteen",0.865368288588001
"pass",0.860405175751852
"also",0.850746462164951
"behaviour",0.849241339566678
"heredita",0.848637355337609
"saskatchewan",0.842570845930717
"long",0.842275541915498
"laid",0.838317449629262
"next",0.837072494077729
"divis",0.835932293743486
"affix",0.834204466962541
"oblig",0.832814062741283
"eri",0.826366173459478
"infring",0.814673842017206
"recommend",0.810657182023732
"payment",0.810568374706597
"full",0.809402540993957
"near",0.796127269030886
"creek",0.795501849085972
"read",0.794332956174523
"alexand",0.791534473563589
"coven",0.789729244118702
"whatev",0.781102390786845
"road",0.778718101489802
"septemb",0.770489240578401
"fork",0.76214770093042
"benevol",0.758446259952473
"teacher",0.758285624129004
"like",0.739730275455373
"addit",0.73903976237991
"nineti",0.720645853096459
"law",0.718942889319264
"purchas",0.710714686754352
"lead",0.709607934635452
"secur",0.706457195660722
"select",0.70539594230829
"regular",0.70432452934648
"excel",0.701185455844819
"past",0.696347939810708
"whole",0.687221084271744
"soon",0.67488646024532
"thenc",0.674691700760292
"much",0.664766724808486
"privileg",0.660221636005609
"across",0.635491347599613
"edg",0.632006197767961
"hudson",0.617985332537965
"lay",0.61364448072217
"can",0.595264804088801
"follow",0.589644016978958
"august",0.583875558915882
"west",0.56922790219234
"told",0.567448999833431
"appurten",0.55693777936947
"attend",0.553679756851231
"case",0.552066457856416
"executor",0.520209983450244
"event",0.508357818501251
"franc",0.507822428068728
"fish",0.498369955934133
"state",0.492330294060563
"superintend",0.490975906298825
"portion",0.490163847860696
"satisfact",0.480577311489669
"detroit",0.471007154328105
"cloth",0.464097380405837
"condit",0.463320953917366
"upper",0.447057250890194
"notifi",0.4454355861959
"ground",0.439997561377869
"done",0.434096618672576
"interior",0.425671005589686
"esquir",0.421889324911505
"empti",0.418182458628128
"treat",0.41701470923224
"rest",0.412533162062803
"thereon",0.405635764729392
"sum",0.391767348015816
"far",0.388921088604933
"cover",0.384877748743634
"deliv",0.382928104544181
"fall",0.375253354380212
"alreadi",0.375055579875626
"bay",0.368837772144388
"issu",0.367932669721815
"three",0.365277746796399
"second",0.35083499230515
"therein",0.350525941425617
"half",0.346643073980901
"provision",0.339260593635266
"attach",0.336368288174752
"thirtythre",0.333944979366458
"shore",0.323170104439835
"valu",0.319577830912443
"paid",0.319521044330704
"place",0.316437838023899
"english",0.315921316544576
"cattl",0.288045006103802
"ratifi",0.285768058503177
"certifi",0.27256437121307
"island",0.256280798317275
"point",0.255724973560862
"post",0.254694669102591
"meet",0.240170341339217
"man",0.238593542573645
"stipul",0.238303278686421
"troubl",0.223974894725027
"depart",0.220400760264143
"famili",0.21357801477516
"eighti",0.212242879763364
"presenc",0.203381238387535
"memori",0.199695618717687
"claim",0.189762550915714
"twenti",0.18629361641338
"general",0.170544353506042
"extend",0.163503287421518
"immigr",0.163458261739906
"southeast",0.142034253647853
"consid",0.134540694342018
"convey",0.11458490739709
"indentur",0.113104089550992
"old",0.110819355748915
"met",0.109650402487406
"montreal",0.0655265994878049
"immedi",0.0643879483411878
"think",0.0575282510943501
"mark",0.0540953098420194
"differ",0.0532798724895569
"last",0.0529981194427084
"defin",0.048172728166174
"possess",0.0480021633859054
"take",0.038744981587697
"duli",0.0360629312609005
"well",0.00772313745817413
"twentyf",0.00104093155187854
"offic",0.000475164938629223
"abandon",0
"abenc",0
"abil",0
"abitibi",0
"abod",0
"aborigin",0
"abound",0
"abovenam",0
"absenc",0
"absent",0
"absente",0
"absolut",0
"absurd",0
"abus",0
"abut",0
"acadi",0
"acadia",0
"accadi",0
"accadia",0
"acced",0
"access",0
"accid",0
"accommod",0
"accompani",0
"accomplish",0
"account",0
"accru",0
"accus",0
"acheton",0
"acquaint",0
"acquiesc",0
"acquir",0
"acquisit",0
"acreag",0
"activ",0
"acut",0
"add",0
"address",0
"adduc",0
"adept",0
"adequ",0
"adher",0
"adhes",0
"adjoin",0
"adjourn",0
"adjut",0
"admeasur",0
"administr",0
"admir",0
"admiss",0
"admit",0
"adopt",0
"advanc",0
"advantag",0
"advic",0
"affirm",0
"afford",0
"aforement",0
"afraid",0
"afternoon",0
"afterward",0
"agenc",0
"aggriev",0
"ago",0
"agreeabl",0
"agricultur",0
"ahalf",0
"ahbetosomai",0
"ahmutchiwagabou",0
"air",0
"aisainc",0
"alarm",0
"albani",0
"albert",0
"alberta",0
"aldervill",0
"alex",0
"alfr",0
"alia",0
"alik",0
"aliv",0
"allan",0
"allegi",0
"allevi",0
"alli",0
"allianc",0
"allig",0
"almost",0
"alon",0
"alter",0
"although",0
"altogeth",0
"amend",0
"america",0
"american",0
"amherstburg",0
"amherstburgh",0
"amo",0
"amongst",0
"amount",0
"ampl",0
"anchor",0
"ancient",0
"andrew",0
"anglican",0
"angus",0
"anim",0
"animikinc",0
"annoy",0
"annuit",0
"annuiti",0
"annum",0
"anottowin",0
"ansdel",0
"answer",0
"ant",0
"antenewayway",0
"anthoni",0
"anticip",0
"anticosti",0
"antiocosti",0
"anxious",0
"anyon",0
"anyth",0
"anyway",0
"apalachicola",0
"appar",0
"apparten",0
"appeal",0
"append",0
"apport",0
"appreci",0
"apprehend",0
"apprehens",0
"appris",0
"approach",0
"approb",0
"appropri",0
"apt",0
"aquart",0
"archi",0
"arctic",0
"arduous",0
"arexus",0
"argument",0
"arighwadaga",0
"aris",0
"arisen",0
"aritcl",0
"arm",0
"armi",0
"armstrong",0
"aros",0
"around",0
"arpent",0
"arrear",0
"arrow",0
"arthur",0
"artifici",0
"artilleri",0
"asa",0
"ascend",0
"ascertain",0
"ash",0
"ashewasega",0
"asheweig",0
"ask",0
"assent",0
"assidu",0
"assiginock",0
"assign",0
"assiniboin",0
"associ",0
"assort",0
"assumpt",0
"ataweetsera",0
"athabasca",0
"athabaska",0
"atlantick",0
"atonishcosh",0
"attamaha",0
"attawapiskat",0
"attempt",0
"attent",0
"attest",0
"aug",0
"augment",0
"augustus",0
"auspic",0
"austin",0
"autumn",0
"aux",0
"avail",0
"averag",0
"avers",0
"avoc",0
"avoid",0
"avoin",0
"await",0
"awe",0
"awrey",0
"aylmer",0
"babi",0
"backward",0
"bad",0
"baggag",0
"balanc",0
"bald",0
"ball",0
"bant",0
"baptist",0
"bar",0
"baril",0
"baronet",0
"barren",0
"barrett",0
"barrier",0
"barristeratlaw",0
"bart",0
"barter",0
"base",0
"basi",0
"basin",0
"batchewana",0
"batchewanaung",0
"battl",0
"battleford",0
"baypenetangushen",0
"beach",0
"beatti",0
"beauti",0
"beaverston",0
"becam",0
"bedford",0
"befallen",0
"beforement",0
"beg",0
"began",0
"begun",0
"behind",0
"behoff",0
"behoof",0
"belief",0
"believ",0
"bell",0
"benard",0
"bend",0
"beniah",0
"benish",0
"benj",0
"beren",0
"best",0
"bestow",0
"bestthat",0
"birch",0
"bird",0
"biscotas",0
"bishop",0
"blackfeet",0
"blanc",0
"blandford",0
"blaze",0
"bless",0
"blind",0
"block",0
"blockad",0
"blood",0
"bluff",0
"board",0
"boat",0
"boatmen",0
"bodi",0
"boi",0
"bond",0
"bonifac",0
"book",0
"boquet",0
"border",0
"bore",0
"born",0
"borthwick",0
"boston",0
"bostwick",0
"bottom",0
"bounc",0
"bow",0
"bowman",0
"boy",0
"bradstreet",0
"brant",0
"brass",0
"brave",0
"braveri",0
"breach",0
"bread",0
"breed",0
"brethren",0
"breton",0
"breynat",0
"bridg",0
"briefli",0
"brighten",0
"britan",0
"britannica",0
"brittan",0
"brittanick",0
"brittannick",0
"broad",0
"brochet",0
"brockvill",0
"bronz",0
"brookbank",0
"bros",0
"brother",0
"brought",0
"bruce",0
"brunswick",0
"buckquaquet",0
"buffalo",0
"buggi",0
"built",0
"bulk",0
"bulmer",0
"bunt",0
"burden",0
"buri",0
"burial",0
"burntwood",0
"burwel",0
"bush",0
"busi",0
"cabibonik",0
"cabibonikem",0
"cahgagewin",0
"cahgahkishins",0
"cahgogewin",0
"cain",0
"calam",0
"calcul",0
"calf",0
"calico",0
"calm",0
"came",0
"camp",0
"campaign",0
"campbel",0
"campfir",0
"campion",0
"canard",0
"cancel",0
"canda",0
"cano",0
"canoeist",0
"canotung",0
"cap",0
"capac",0
"capita",0
"capt",0
"captain",0
"cargo",0
"caribooeat",0
"caribou",0
"cariboux",0
"carlton",0
"carnard",0
"carriag",0
"carrier",0
"cart",0
"castl",0
"castorum",0
"cat",0
"cataract",0
"catfish",0
"cathol",0
"cattlerais",0
"cauahhachapew",0
"caughnawaga",0
"ceas",0
"cedar",0
"celebr",0
"cent",0
"centr",0
"central",0
"centuri",0
"cereal",0
"certif",0
"chacacha",0
"chairman",0
"chaleur",0
"chamber",0
"champlain",0
"chanc",0
"chang",0
"channail",0
"channel",0
"chap",0
"chapeleau",0
"chapleau",0
"charact",0
"character",0
"characterist",0
"charg",0
"chariti",0
"charter",0
"chas",0
"chatahouche",0
"chatelain",0
"chatham",0
"chaudir",0
"cheapen",0
"cheaper",0
"chechalk",0
"cheebican",0
"cheena",0
"cheepi",0
"chekateyan",0
"chenail",0
"chenussio",0
"cheppewa",0
"cherish",0
"chibenaccadi",0
"chiginan",0
"chipeweigh",0
"chipewyan",0
"chippawaw",0
"chippeway",0
"chippeweigh",0
"chippewyan",0
"chipwa",0
"choic",0
"choos",0
"churchil",0
"chute",0
"circumfer",0
"circumst",0
"clair",0
"clark",0
"class",0
"claw",0
"clean",0
"cleanli",0
"clerk",0
"clifford",0
"close",0
"cmg",0
"coal",0
"coast",0
"coaster",0
"coat",0
"cochran",0
"cockram",0
"coll",0
"collect",0
"collin",0
"colonel",0
"coloni",0
"color",0
"colpoy",0
"columbia",0
"combin",0
"comfort",0
"comment",0
"commerc",0
"commerci",0
"commissari",0
"committe",0
"commod",0
"commodi",0
"common",0
"commonwealth",0
"communiti",0
"commut",0
"compact",0
"companion",0
"compar",0
"compel",0
"compet",0
"complaint",0
"compli",0
"complianc",0
"comprehend",0
"compris",0
"comr",0
"comrad",0
"conceal",0
"conced",0
"concern",0
"concess",0
"conclus",0
"concur",0
"conduc",0
"confeder",0
"confer",0
"congeni",0
"congress",0
"conquer",0
"conquest",0
"conroy",0
"consequ",0
"consist",0
"conspicu",0
"constabl",0
"constant",0
"constatag",0
"constitut",0
"construct",0
"consult",0
"consum",0
"consumm",0
"content",0
"contigu",0
"contin",0
"contract",0
"contrari",0
"contribut",0
"contriv",0
"conven",0
"convent",0
"convers",0
"convert",0
"convinc",0
"convoy",0
"cook",0
"cooper",0
"cope",0
"copetequayah",0
"copi",0
"coppermin",0
"cordial",0
"corn",0
"corner",0
"cornwal",0
"corp",0
"corpor",0
"correct",0
"correspond",0
"cosi",0
"cost",0
"cote",0
"couchich",0
"counsel",0
"counteract",0
"counti",0
"court",0
"cow",0
"crane",0
"crawford",0
"credit",0
"crew",0
"crime",0
"crimin",0
"crocker",0
"crook",0
"crosbi",0
"crosscut",0
"crossexamin",0
"crow",0
"crowd",0
"cumberland",0
"cure",0
"currentrunningbothway",0
"curtail",0
"custom",0
"cut",0
"cypress",0
"daili",0
"dali",0
"danc",0
"danger",0
"daniel",0
"daughter",0
"dauphin",0
"david",0
"dawson",0
"daylight",0
"daystar",0
"dead",0
"dealt",0
"death",0
"debar",0
"deceas",0
"decid",0
"decis",0
"decreas",0
"deduct",0
"deep",0
"deepli",0
"defect",0
"defenc",0
"defer",0
"definit",0
"delawar",0
"delay",0
"deleg",0
"delewar",0
"delight",0
"delin",0
"demarc",0
"demonstr",0
"deni",0
"denni",0
"department",0
"departur",0
"depend",0
"depi",0
"deplet",0
"deposit",0
"depot",0
"depriv",0
"depth",0
"deput",0
"deriv",0
"des",0
"descript",0
"desert",0
"deserterth",0
"deserv",0
"desol",0
"despatch",0
"destin",0
"destitut",0
"destroy",0
"destruct",0
"detail",0
"detain",0
"develop",0
"devolv",0
"devot",0
"dewdney",0
"diagram",0
"dialect",0
"dick",0
"diem",0
"difficult",0
"dimens",0
"diminut",0
"dind",0
"dinorw",0
"disabus",0
"disband",0
"discont",0
"discourag",0
"discov",0
"discoveri",0
"discret",0
"diseas",0
"disinclin",0
"dismiss",0
"dispens",0
"dispers",0
"display",0
"displeasur",0
"disposit",0
"dissatisfact",0
"dissatisfi",0
"distant",0
"distinct",0
"distinguish",0
"distress",0
"disturb",0
"diver",0
"divest",0
"doctor",0
"document",0
"dog",0
"doghead",0
"dogrib",0
"doki",0
"domini",0
"dominico",0
"donald",0
"door",0
"dorchest",0
"doubt",0
"doubtless",0
"dougla",0
"dozen",0
"drain",0
"drever",0
"drift",0
"drive",0
"drunken",0
"duck",0
"duncan",0
"dunda",0
"dunvegan",0
"duodecimo",0
"durham",0
"dusk",0
"duti",0
"dwelt",0
"eabamet",0
"eager",0
"eagl",0
"ear",0
"earl",0
"earli",0
"earlier",0
"earliest",0
"earn",0
"earnest",0
"eas",0
"ecart",0
"edgar",0
"edmonton",0
"educ",0
"edward",0
"effectu",0
"effici",0
"effort",0
"eighteen",0
"eighth",0
"eighton",0
"eightseven",0
"eightychain",0
"eightyeight",0
"eightyf",0
"eightyfour",0
"eightynin",0
"eightyon",0
"eightyseven",0
"eightysix",0
"eightytwo",0
"elbow",0
"elect",0
"electedmissabay",0
"eleven",0
"elgin",0
"elizabeth",0
"ellic",0
"elm",0
"eloqu",0
"embarrass",0
"emblem",0
"embodi",0
"embrac",0
"emin",0
"emphas",0
"employ",0
"enabl",0
"encamp",0
"enclos",0
"encount",0
"endeavor",0
"endur",0
"enemi",0
"energet",0
"energi",0
"enfeof",0
"engin",0
"enhanc",0
"enjoin",0
"enlarg",0
"enlighten",0
"enquir",0
"enquiri",0
"enrol",0
"ensil",0
"enslav",0
"entail",0
"enterpris",0
"entertain",0
"enthusiasm",0
"entic",0
"entir",0
"entranc",0
"entrust",0
"enumer",0
"equal",0
"equip",0
"equit",0
"equiti",0
"eqwan",0
"erad",0
"erect",0
"erron",0
"error",0
"esau",0
"escort",0
"escunnisep",0
"especi",0
"esqr",0
"esquimalt",0
"essenti",0
"establish",0
"eta",0
"etc",0
"etienn",0
"etobicok",0
"etoimaini",0
"etoimami",0
"ettc",0
"europ",0
"evelyn",0
"even",0
"everyth",0
"evid",0
"evidenc",0
"evil",0
"exagger",0
"exalt",0
"examin",0
"exchang",0
"excit",0
"exclud",0
"exclus",0
"exempt",0
"exercis",0
"exert",0
"exhibit",0
"expect",0
"expedi",0
"expedit",0
"expediti",0
"expend",0
"expenditur",0
"experi",0
"experienc",0
"explan",0
"explor",0
"expos",0
"expressli",0
"extens",0
"extent",0
"extern",0
"extinct",0
"extinguish",0
"extol",0
"extra",0
"extract",0
"extrem",0
"eyr",0
"face",0
"facil",0
"facilit",0
"fact",0
"factor",0
"factori",0
"fafard",0
"fail",0
"fairford",0
"fallen",0
"fals",0
"familiar",0
"familiesin",0
"familiesreserv",0
"familiessuch",0
"famin",0
"farm",0
"farmer",0
"farquharson",0
"fawn",0
"fear",0
"feast",0
"feather",0
"februari",0
"fed",0
"feder",0
"fee",0
"feel",0
"feet",0
"fellow",0
"feloni",0
"felt",0
"femal",0
"ferguson",0
"ferri",0
"fidel",0
"fift",0
"fifth",0
"fifthnamassin",0
"fiftyeight",0
"fiftyf",0
"fiftyfifth",0
"fiftyfour",0
"fiftyfourth",0
"fiftymil",0
"fiftyon",0
"fiftysix",0
"fiftythousand",0
"fiftythre",0
"fight",0
"figur",0
"fill",0
"financi",0
"find",0
"fine",0
"finger",0
"finish",0
"fire",0
"firm",0
"firstment",0
"fisher",0
"fisheri",0
"fitzgerald",0
"fivewith",0
"fix",0
"flamborough",0
"flat",0
"flint",0
"florida",0
"flour",0
"flourish",0
"flow",0
"foll",0
"fond",0
"food",0
"forbid",0
"ford",0
"foreman",0
"forenoon",0
"foreshor",0
"forfeit",0
"forgiven",0
"forgo",0
"formal",0
"forthwith",0
"fortun",0
"fortyeight",0
"fortyf",0
"fortynin",0
"fortyninth",0
"fortysix",0
"fortythre",0
"fortytwo",0
"forward",0
"fourpenc",0
"fourteen",0
