"Term","Importance"
"come",2.2356302302493
"headmen",2.22327376509734
"dominion",2.21638911757541
"hereof",2.1476564818996
"meet",2.13749730119137
"liberti",2.11667333086926
"treati",2.08288066745792
"certain",2.07173664915628
"conven",2.06088323512809
"citi",2.0551639945266
"whereof",2.05199607741023
"distribut",2.04479977008685
"forc",2.02781372198841
"provinc",2.02772959330996
"villag",1.99911854620888
"indentur",1.99070185621549
"line",1.98407560140915
"subscrib",1.98376334430268
"intersect",1.98219147234443
"accord",1.97828847644626
"ever",1.96262264166961
"chosen",1.9549972450047
"thereupon",1.95121212710904
"nine",1.94497942189956
"point",1.94286318405982
"apart",1.94077587483519
"proceed",1.93789868535989
"made",1.93756032946544
"annual",1.93622014411492
"governor",1.93596242371642
"friendship",1.93437285808937
"appoint",1.91938010455245
"heretofor",1.88599583812373
"township",1.88364774023225
"unit",1.87307606130716
"chippawa",1.85712779585366
"rest",1.84711320167938
"barley",1.84682961587362
"coven",1.83429478316587
"six",1.82788727629557
"june",1.8188007572385
"two",1.81484880725915
"appurten",1.81396825181825
"settlement",1.80401237992048
"much",1.80084966866961
"seven",1.79831831514178
"fifteen",1.78967141288648
"provision",1.78840315989056
"norther",1.7860408210112
"entitl",1.7789760525853
"sell",1.77307175618651
"loyal",1.76658424394185
"troubl",1.76545915932277
"far",1.73255266729608
"sachem",1.72331144328337
"assembl",1.71556411489501
"think",1.71346852989548
"deliber",1.70123064900837
"matter",1.69862916640937
"forev",1.69840482353713
"contain",1.69307731416437
"mile",1.69103191995554
"name",1.67938195315911
"patent",1.67906608611354
"print",1.66196263162885
"maintain",1.66079846279408
"live",1.6544232148614
"justifi",1.65362282773149
"balanc",1.65025693790255
"promis",1.64863655877205
"held",1.64356248497977
"extent",1.62990596579005
"nova",1.62078724374411
"honor",1.61595672638088
"john",1.60498470373264
"report",1.59508660340961
"nation",1.59471477420402
"gracious",1.59362836472157
"defin",1.58421005375951
"full",1.58084543736462
"punish",1.57941023596307
"men",1.57396308593439
"travel",1.57163607087706
"well",1.55831815450755
"mark",1.55683158340399
"simco",1.54945473306891
"britain",1.53955264587297
"talbot",1.53815201380008
"hundr",1.53725919968836
"ground",1.53624204071649
"payabl",1.53497909244047
"lumber",1.52760123908067
"instruct",1.52434731044222
"seem",1.52001855750149
"subject",1.51158104323251
"assist",1.51140815274033
"affair",1.50403661335619
"present",1.49653273331007
"man",1.48569178718252
"bounti",1.47418855681078
"administ",1.47317156443283
"councillor",1.47009716091211
"depart",1.46895107581409
"sale",1.46801352346676
"read",1.46613119100683
"pass",1.46299133819308
"conduct",1.46129800398256
"preserv",1.44614682103131
"half",1.4441400778482
"home",1.44332954133613
"larger",1.44138105277136
"potato",1.44032341103035
"successor",1.43507670236109
"foot",1.42973562107162
"wherof",1.42872318657629
"post",1.42141771240067
"water",1.42046533058997
"souther",1.41986218439469
"woman",1.41973658860945
"third",1.41850544010668
"crane",1.4148526153091
"southeast",1.41449518182105
"emperor",1.41413040874694
"america",1.41404781211879
"expens",1.41180784481104
"victor",1.40976539358888
"colour",1.40147824792731
"trent",1.40096574076887
"victoria",1.40045328148265
"behoof",1.400278614132
"robert",1.39694470837064
"durham",1.39246493758048
"fair",1.39190251099433
"muskoka",1.39019842292136
"tranch",1.38665352756667
"memorandum",1.38661234539448
"whether",1.38379191012298
"sound",1.38179265694519
"caus",1.37792537835984
"togeth",1.37768961752317
"portion",1.37364774074847
"smith",1.37293892912648
"anoth",1.3699508671468
"but",1.36869463770142
"behav",1.36830742417129
"hereinaft",1.36828939792611
"northern",1.36406445853166
"therefrom",1.36353579482932
"situat",1.35504534241458
"intox",1.35416748788601
"nos",1.35326506569093
"larg",1.35059011696758
"near",1.35013536787156
"acr",1.34769545158064
"warrior",1.33198828895413
"wit",1.33167394524969
"tribe",1.33051437331562
"hereto",1.33043487063862
"adjac",1.32997586225914
"engag",1.32655920314893
"conform",1.32553734599805
"reason",1.32511927665606
"offic",1.32243631812986
"annuiti",1.31749125952566
"countri",1.31627932313088
"advis",1.31540311840511
"survey",1.31460757695163
"fit",1.30826820665095
"execut",1.30819881604864
"law",1.30698705694829
"matchedash",1.30223550856407
"individu",1.30138390895388
"sovereign",1.29915401987589
"settler",1.29624745600928
"found",1.29444468926368
"couchich",1.29380660966885
"father",1.29289220410822
"hoe",1.2917179883886
"throughout",1.29006123114421
"superintend",1.28935246097195
"reign",1.28703707871909
"kingdom",1.28588684398974
"asid",1.28381924233612
"juli",1.28313038137184
"upon",1.28097360212191
"propos",1.27944924924497
"obtain",1.26700393345426
"lower",1.26697826122355
"word",1.26662153789444
"mattawa",1.26597368390984
"india",1.26017973216157
"append",1.25987211004526
"perform",1.25712154375684
"french",1.25420492410296
"counti",1.25138306272669
"act",1.24474696584131
"thereto",1.24104776165561
"therein",1.24086580164701
"interprovinci",1.23081394617027
"infring",1.23017393557913
"count",1.22943503300096
"canada",1.22910895083646
"farm",1.22831061907348
"minist",1.22346284179205
"portag",1.22234393399974
"harrow",1.22219214357022
"close",1.21828208765525
"bowman",1.21631660297192
"claus",1.21627601582782
"thereunto",1.21468606731557
"communic",1.21401417307952
"fifti",1.21183273019159
"sinclair",1.21172901382016
"remuner",1.20710780500445
"understood",1.20348936013934
"stream",1.20334595347412
"angl",1.20334027490749
"declar",1.20046531915261
"heredita",1.19754415956165
"known",1.19473664387916
"fish",1.19109629999024
"along",1.18911667540831
"might",1.18551569965985
"benevol",1.18244165034854
"tool",1.18224891811922
"stone",1.17803874180395
"oat",1.17788099701909
"behaviour",1.17624068455713
"cours",1.17447428452251
"darlington",1.16707110301469
"obey",1.16504886876767
"approv",1.16046762107489
"royal",1.15706104329835
"instrument",1.14749476975305
"age",1.14744723908451
"provis",1.14532190583421
"hath",1.14311675633979
"run",1.1389281910664
"whole",1.13333508101776
"spade",1.12854099358703
"prepar",1.12827886719662
"seiz",1.12663091455618
"empow",1.12344421978015
"aldervill",1.12310944690514
"deputi",1.1225429382012
"time",1.12111178383016
"clear",1.12060988956877
"agricultur",1.1128176993625
"valu",1.11160464404058
"occupi",1.10585956422373
"corner",1.10548584816018
"plough",1.10344985019366
"actual",1.10328981173599
"good",1.10100848979829
"offend",1.09584032692918
"alien",1.09523073389532
"influenc",1.0948854674138
"recognit",1.0906748197014
"hamilton",1.08949077190499
"rehears",1.08928325001359
"outlet",1.08826029801074
"cultiv",1.08556220943255
"god",1.07403193366893
"call",1.06674496366167
"ontario",1.05876303872089
"alway",1.05262369232441
"thereaft",1.05234062534116
"rent",1.04427616128914
"famili",1.03648762585287
"copi",1.03512080132103
"opposit",1.03063209823458
"duti",1.0299668717999
"contract",1.02892845521189
"purchas",1.02806608267787
"enough",1.02776925809782
"princip",1.02612748920681
"fourth",1.02411169420035
"indic",1.02135513825428
"secur",1.01618754378269
"soil",1.01086020830489
"signatur",1.00547928226362
"sum",1.00065266293392
"david",1.00025009378908
"instant",1.00025009378908
"accompani",1.00025009378908
"aid",1.00025009378908
"amend",1.00025009378908
"anyon",1.00025009378908
"appear",1.00025009378908
"assign",1.00025009378908
"attempt",1.00025009378908
"big",1.00025009378908
"book",1.00025009378908
"breadth",1.00025009378908
"brittannick",1.00025009378908
"census",1.00025009378908
"chapter",1.00025009378908
"civil",1.00025009378908
"coast",1.00025009378908
"court",1.00025009378908
"deer",1.00025009378908
"department",1.00025009378908
"destitut",1.00025009378908
"dress",1.00025009378908
"eighteenth",1.00025009378908
"eighti",1.00025009378908
"embrac",1.00025009378908
"ensu",1.00025009378908
"eri",1.00025009378908
"extinct",1.00025009378908
"fix",1.00025009378908
"forth",1.00025009378908
"furnish",1.00025009378908
"georgina",1.00025009378908
"holland",1.00025009378908
"intern",1.00025009378908
"johnson",1.00025009378908
"kept",1.00025009378908
"laird",1.00025009378908
"liquor",1.00025009378908
"major",1.00025009378908
"mcphee",1.00025009378908
"measur",1.00025009378908
"merchandis",1.00025009378908
"missisagua",1.00025009378908
"mississauga",1.00025009378908
"misunderstand",1.00025009378908
"morri",1.00025009378908
"necessari",1.00025009378908
"onequart",1.00025009378908
"oper",1.00025009378908
"ordinari",1.00025009378908
"otter",1.00025009378908
"outrag",1.00025009378908
"parri",1.00025009378908
"peterborough",1.00025009378908
"possibl",1.00025009378908
"power",1.00025009378908
"pursuanc",1.00025009378908
"record",1.00025009378908
"region",1.00025009378908
"renfrew",1.00025009378908
"sault",1.00025009378908
"simpl",1.00025009378908
"soever",1.00025009378908
"storm",1.00025009378908
"subordin",1.00025009378908
"suitabl",1.00025009378908
"therebi",1.00025009378908
"twentyseventh",1.00025009378908
"unexpend",1.00025009378908
"utmost",1.00025009378908
"wemyss",1.00025009378908
"women",1.00025009378908
"york",1.00025009378908
"absolv",1.00025009378908
"acadi",1.00025009378908
"account",1.00025009378908
"accru",1.00025009378908
"acquit",1.00025009378908
"adequ",1.00025009378908
"admit",1.00025009378908
"albert",1.00025009378908
"area",1.00025009378908
"arriv",1.00025009378908
"blanc",1.00025009378908
"broad",1.00025009378908
"capt",1.00025009378908
"committe",1.00025009378908
"concur",1.00025009378908
"confid",1.00025009378908
"consequ",1.00025009378908
"control",1.00025009378908
"cow",1.00025009378908
"deem",1.00025009378908
"disposit",1.00025009378908
"drawn",1.00025009378908
"eagl",1.00025009378908
"ellic",1.00025009378908
"enquir",1.00025009378908
"etobicok",1.00025009378908
"extrem",1.00025009378908
"fact",1.00025009378908
"feel",1.00025009378908
"garri",1.00025009378908
"garrison",1.00025009378908
"greater",1.00025009378908
"handsaw",1.00025009378908
"immigr",1.00025009378908
"interrupt",1.00025009378908
"learn",1.00025009378908
"least",1.00025009378908
"left",1.00025009378908
"lieu",1.00025009378908
"longer",1.00025009378908
"loss",1.00025009378908
"messissagu",1.00025009378908
"met",1.00025009378908
"minut",1.00025009378908
"natur",1.00025009378908
"next",1.00025009378908
"nipiss",1.00025009378908
"opportun",1.00025009378908
"owen",1.00025009378908
"parallel",1.00025009378908
"polici",1.00025009378908
"preced",1.00025009378908
"put",1.00025009378908
"rawdon",1.00025009378908
"render",1.00025009378908
"retain",1.00025009378908
"robinsonhuron",1.00025009378908
"rsc",1.00025009378908
"saskatchewan",1.00025009378908
"season",1.00025009378908
"servic",1.00025009378908
"seventeen",1.00025009378908
"seventi",1.00025009378908
"seymour",1.00025009378908
"shewn",1.00025009378908
"site",1.00025009378908
"sixth",1.00025009378908
"sourc",1.00025009378908
"stoni",1.00025009378908
"supervis",1.00025009378908
"tenor",1.00025009378908
"thereabout",1.00025009378908
"thirtysix",1.00025009378908
"thirtytwo",1.00025009378908
"transmit",1.00025009378908
"trap",1.00025009378908
"twentyseven",1.00025009378908
"plant",1.00025009378908
"recogn",1.00025009378908
"without",0.997977564601991
"broken",0.991388598252213
"abid",0.9906860800609
"give",0.989175581092308
"lord",0.988774118718853
"privi",0.984391130177558
"compens",0.981137844397302
"estat",0.978076841853626
"languag",0.978001439743103
"continu",0.977656261870457
"way",0.977261884815814
"requir",0.977254218503369
"parcel",0.975891116968252
"detroit",0.975059484330859
"child",0.974581459605507
"issu",0.973868158468987
"improv",0.966021098737575
"proport",0.962431258650452
"seventysix",0.961784723094926
"proper",0.960124245756482
"follow",0.958174101300284
"long",0.954288780755717
"plan",0.949618565098639
"author",0.946417422419488
"east",0.945207112334007
"manitoba",0.943167419468118
"form",0.942502804394065
"interior",0.94042813199194
"local",0.935169556623111
"excel",0.93259992208207
"saturday",0.921634108446017
"easter",0.921579776744868
"deal",0.921564071315633
"desir",0.903261146705056
"shall",0.901869225428679
"inspector",0.901382860519948
"lead",0.897942481455267
"still",0.896033024903505
"case",0.886134545481205
"thing",0.880194895208059
"distant",0.877251119634924
"peopl",0.870105017828588
"smaller",0.869204071119042
"extinguish",0.862722812276759
"bull",0.860855230312688
"strict",0.859951077995964
"agreeabl",0.84961851549387
"receipt",0.839242297243952
"mine",0.836377702480883
"remaind",0.818752870273951
"laid",0.808239534300894
"regul",0.80009886041831
"respect",0.793373824744473
"usual",0.787180135199959
"northward",0.78601588605168
"divis",0.775930187014842
"best",0.775869843233824
"creek",0.771054881481943
"bear",0.770345255900697
"differ",0.768179384164045
"shown",0.766486091664808
"descend",0.762690989147459
"whetston",0.756363807217684
"profit",0.754807276623808
"exceed",0.75232582587027
"degre",0.746333399170453
"observ",0.745854724502092
"bank",0.744542418736894
"appertain",0.740307808288688
"locat",0.726834111396887
"provid",0.709117494069235
"august",0.708168357617881
"express",0.700649997412161
"acknowledg",0.698012139772408
"quebec",0.697935586791156
"chief",0.693756598513211
"upper",0.690546283165526
"request",0.689942765374844
"canadian",0.664671941922066
"presenc",0.646319790268118
"revers",0.639294220680783
"montreal",0.631456389140784
"receiv",0.63109979653985
"headman",0.626458717601418
"cree",0.61480789326793
"wherea",0.577704903453655
"premis",0.533838921838673
"stand",0.532378789492149
"number",0.52426719936822
"former",0.521683580420579
"cloth",0.512248760561436
"transport",0.500334274343197
"thenc",0.491075759263278
"freeli",0.474588510333216
"forti",0.455564357802312
"perpetu",0.454730799682545
"ninth",0.453637214664826
"whenev",0.443408093266028
"faith",0.4426133674257
"pound",0.439279302587795
"charl",0.432057196904374
"favour",0.408031251129315
"justic",0.399676732819226
"view",0.397367067521717
"less",0.38433129474408
"cede",0.377240283594907
"period",0.376511390190703
"resid",0.372967272509708
"head",0.371233030562091
"wind",0.367368378532113
"unto",0.356173557435686
"ottawa",0.344460507062815
"council",0.338856549396733
"open",0.317398738752046
"shore",0.3033310102057
"place",0.299956785123195
"end",0.280659134744086
"thereof",0.276464288961458
"small",0.268531035648652
"straight",0.249774923933912
"design",0.231829711375276
"testimoni",0.226231473837122
"show",0.218419413553191
"may",0.203342641194947
"fork",0.181056656539491
"build",0.165593244540052
"soon",0.164446288287965
"save",0.149836430856858
"suppli",0.128702036215326
"sign",0.128439501513888
"septemb",0.125173616638653
"missisagu",0.117313365358049
"accept",0.113605596883065
"island",0.111665308289234
"legisl",0.103104102161734
"deliveri",0.0955967976755504
"edg",0.0937495473672314
"three",0.0895041688599799
"encourag",0.0878228338270908
"claim",0.0785885811395083
"king",0.0737861615632567
"other",0.064400769185334
"begin",0.0488824825670986
"auger",0.0345736585421994
"ten",0.0272489696381952
"molest",0.0233632219469356
"wood",0.0231252851063657
"except",0.0196752489893111
"person",0.0125444153670862
"fall",0.00238710161245008
"abandon",0
"abenc",0
"abil",0
"abitibi",0
"abl",0
"abod",0
"aborigin",0
"abound",0
"abovenam",0
"absenc",0
"absent",0
"absente",0
"absolut",0
"absurd",0
"abus",0
"abut",0
"acadia",0
"accadi",0
"accadia",0
"access",0
"accid",0
"accommod",0
"accomplish",0
"accus",0
"acheton",0
"acquaint",0
"acquiesc",0
"acquir",0
"acquisit",0
"acreag",0
"action",0
"activ",0
"acut",0
"add",0
"address",0
"adduc",0
"adept",0
"adjoin",0
"adjourn",0
"adjut",0
"admeasur",0
"administr",0
"admir",0
"admiss",0
"adopt",0
"advanc",0
"advic",0
"affect",0
"affirm",0
"afford",0
"aforement",0
"afraid",0
"afternoon",0
"afterward",0
"agenc",0
"aggriev",0
"ago",0
"ahalf",0
"ahbetosomai",0
"ahmutchiwagabou",0
"air",0
"aisainc",0
"alarm",0
"albani",0
"alberta",0
"alex",0
"alfr",0
"alia",0
"alik",0
"aliv",0
"allan",0
"allegi",0
"allevi",0
"alli",0
"allianc",0
"allig",0
"almost",0
"alon",0
"alreadi",0
"alter",0
"although",0
"altogeth",0
"american",0
"amherstburg",0
"amherstburgh",0
"amo",0
"amongst",0
"amount",0
"ampl",0
"anchor",0
"ancient",0
"andrew",0
"anglican",0
"angus",0
"anim",0
"animikinc",0
"annapoli",0
"anno",0
"announc",0
"annoy",0
"annuit",0
"annum",0
"anottowin",0
"ansdel",0
"answer",0
"ant",0
"antenewayway",0
"anthoni",0
"anticip",0
"anticosti",0
"antiocosti",0
"anxious",0
"anyth",0
"anyway",0
"anywis",0
"apalachicola",0
"apiec",0
"appar",0
"apparten",0
"appeal",0
"applic",0
"apport",0
"appreci",0
"apprehend",0
"apprehens",0
"appris",0
"approach",0
"approb",0
"appropri",0
"approxim",0
"apt",0
"aquart",0
"archi",0
"arctic",0
"arduous",0
"arexus",0
"argument",0
"arighwadaga",0
"aris",0
"arisen",0
"aritcl",0
"arm",0
"armi",0
"armstrong",0
"aros",0
"around",0
"arpent",0
"arrear",0
"arrow",0
"arthur",0
"artifici",0
"artilleri",0
"asa",0
"ascend",0
"ascertain",0
"ash",0
"ashewasega",0
"asheweig",0
"ask",0
"assent",0
"assidu",0
"assiginock",0
"assiniboin",0
"associ",0
"assort",0
"assumpt",0
"ataweetsera",0
"athabasca",0
"athabaska",0
"atlantick",0
"atonishcosh",0
"attamaha",0
"attawapiskat",0
"attent",0
"attest",0
"aug",0
"augment",0
"augustus",0
"auspic",0
"austin",0
"autumn",0
"aux",0
"avail",0
"averag",0
"avers",0
"avoc",0
"avoid",0
"avoin",0
"await",0
"awe",0
"awrey",0
"aylmer",0
"babi",0
"backward",0
"bad",0
"baggag",0
"bald",0
"ball",0
"bant",0
"baptist",0
"bar",0
"baril",0
"barren",0
"barrett",0
"barrier",0
"barristeratlaw",0
"bart",0
"barter",0
"base",0
"basi",0
"basin",0
"batchewana",0
"batchewanaung",0
"battl",0
"battleford",0
"baypenetangushen",0
"beach",0
"beatti",0
"beauti",0
"beaverston",0
"becam",0
"bedford",0
"befallen",0
"beforement",0
"beg",0
"began",0
"begun",0
"behind",0
"behoff",0
"belief",0
"believ",0
"bell",0
"belt",0
"benard",0
"bend",0
"beniah",0
"benish",0
"benj",0
"benjamin",0
"beren",0
"bestow",0
"bestthat",0
"better",0
"beyond",0
"birch",0
"bird",0
"biscotas",0
"bishop",0
"black",0
"blackfeet",0
"blackfoot",0
"blandford",0
"blanket",0
"blaze",0
"bless",0
"blind",0
"block",0
"blockad",0
"blood",0
"bluff",0
"boar",0
"board",0
"boat",0
"boatmen",0
"bodi",0
"boi",0
"bond",0
"bonifac",0
"boquet",0
"border",0
"bore",0
"born",0
"borthwick",0
"boston",0
"bostwick",0
"bottom",0
"bounc",0
"bow",0
"boy",0
"bradstreet",0
"branch",0
"brant",0
"brass",0
"brave",0
"braveri",0
"breach",0
"bread",0
"break",0
"breed",0
"brethren",0
"breton",0
"breynat",0
"bridg",0
"brief",0
"briefli",0
"brighten",0
"britan",0
"britannica",0
"britannick",0
"brittan",0
"brittanick",0
"brochet",0
"brockvill",0
"bronz",0
"brookbank",0
"bros",0
"brother",0
"brought",0
"bruce",0
"brunswick",0
"buckquaquet",0
"buffalo",0
"buggi",0
"bulk",0
"bulmer",0
"bunt",0
"burden",0
"buri",0
"burial",0
"burntwood",0
"burwel",0
"bush",0
"busi",0
"cabibonik",0
"cabibonikem",0
"cahgagewin",0
"cahgahkishins",0
"cahgogewin",0
"cain",0
"calam",0
"calcul",0
"calf",0
"calico",0
"calm",0
"came",0
"camp",0
"campaign",0
"campbel",0
"campfir",0
"campion",0
"canard",0
"cancel",0
"canda",0
"cano",0
"canoeist",0
"canotung",0
"cap",0
"capac",0
"cape",0
"capita",0
"care",0
"cargo",0
"caribooeat",0
"caribou",0
"cariboux",0
"carlton",0
"carnard",0
"carpent",0
"carriag",0
"carrier",0
"cart",0
"castl",0
"castorum",0
"cat",0
"cataract",0
"catfish",0
"cathol",0
"cattl",0
"cattlerais",0
"cauahhachapew",0
"caughnawaga",0
"ceas",0
"cedar",0
"celebr",0
"cent",0
"centr",0
"central",0
"centuri",0
"cereal",0
"certif",0
"certifi",0
"chacacha",0
"chairman",0
"chaleur",0
"chamber",0
"champlain",0
"chanc",0
"chang",0
"channail",0
"channel",0
"chap",0
"chapeleau",0
"chapleau",0
"charact",0
"character",0
"characterist",0
"charg",0
"chariti",0
"charter",0
"chas",0
"chatahouche",0
"chatelain",0
"chatham",0
"chaudir",0
"cheapen",0
"cheaper",0
"chechalk",0
"cheebican",0
"cheena",0
"cheepi",0
"cheer",0
"chekateyan",0
"chenail",0
"chenussio",0
"cheppewa",0
"cherish",0
"chibenaccadi",0
"chiginan",0
"chipeweigh",0
"chipewyan",0
"chippawaw",0
"chippeway",0
"chippeweigh",0
"chippewyan",0
"chipwa",0
"choic",0
"choos",0
"christi",0
"christian",0
"church",0
"churchil",0
"chute",0
"circumfer",0
"circumst",0
"clair",0
"clark",0
"class",0
"claw",0
"clean",0
"cleanli",0
"clerk",0
"clifford",0
"cmg",0
"coal",0
"coaster",0
"coat",0
"cochran",0
"cockram",0
"coll",0
"collect",0
"collin",0
"colonel",0
"coloni",0
"color",0
"colpoy",0
"columbia",0
"combin",0
"comfort",0
"comment",0
"commerc",0
"commerci",0
"commissari",0
"commit",0
"commod",0
"commodi",0
"commonwealth",0
"communiti",0
"commut",0
"compact",0
"companion",0
"compar",0
"compel",0
"compet",0
"complaint",0
"compli",0
"complianc",0
"comprehend",0
"comr",0
"comrad",0
"conceal",0
"conced",0
"concern",0
"concess",0
"conclus",0
"concurr",0
"conduc",0
"confeder",0
"confer",0
"confin",0
"congeni",0
"congress",0
"conquer",0
"conquest",0
"conroy",0
"consist",0
"conspicu",0
"constabl",0
"constant",0
"constatag",0
"constitut",0
"construct",0
"consult",0
"consum",0
"consumm",0
"content",0
"contigu",0
"contin",0
"contrari",0
"contribut",0
"contriv",0
"convent",0
"convers",0
"convert",0
"convinc",0
"convoy",0
"cook",0
"cooper",0
"cope",0
"copetequayah",0
"coppermin",0
"cordial",0
"corn",0
"cornwal",0
"corp",0
"corpor",0
"correct",0
"correspond",0
"cosi",0
"cost",0
"cote",0
"counsel",0
"counteract",0
"crawford",0
"credit",0
"crew",0
"crime",0
"crimin",0
"crocker",0
"crook",0
"crosbi",0
"crosscut",0
"crossexamin",0
"crow",0
"crowd",0
"cumberland",0
"cure",0
"current",0
"currentrunningbothway",0
"curtail",0
"custom",0
"cut",0
"cypress",0
"daili",0
"dali",0
"danc",0
"danger",0
"daniel",0
"daughter",0
"dauphin",0
"dawson",0
"daylight",0
"daystar",0
"dead",0
"death",0
"debar",0
"deceas",0
"decemb",0
"decid",0
"decis",0
"decreas",0
"deduct",0
"deep",0
"deepli",0
"defect",0
"defenc",0
"defer",0
"definit",0
"delawar",0
"delay",0
"deleg",0
"delewar",0
"delight",0
"delin",0
"demarc",0
"demonstr",0
"deni",0
"denni",0
"departur",0
"depend",0
"depi",0
"deplet",0
"deposit",0
"depot",0
"depriv",0
"deput",0
"deriv",0
"des",0
"descript",0
"desert",0
"deserterth",0
"deserv",0
"desol",0
"despatch",0
"destin",0
"destroy",0
"destruct",0
"detail",0
"detain",0
"develop",0
"devolv",0
"devot",0
"dewdney",0
"diagram",0
"dialect",0
"dick",0
"diem",0
"difficult",0
"difficulti",0
"dimens",0
"diminish",0
"diminut",0
"dind",0
"dinorw",0
"disabus",0
"disband",0
"discharg",0
"discont",0
"discourag",0
"discov",0
"discoveri",0
"discret",0
"discuss",0
"diseas",0
"disinclin",0
"dismiss",0
"dispens",0
"dispers",0
"display",0
"displeasur",0
"disput",0
"dissatisfact",0
"dissatisfi",0
"distinct",0
"distinguish",0
"distress",0
"disturb",0
"diver",0
"divest",0
"divid",0
"doctor",0
"document",0
"dog",0
"doghead",0
"dogrib",0
"doki",0
"domini",0
"dominico",0
"donald",0
"door",0
"dorchest",0
"doubt",0
"doubtless",0
"dougla",0
"dozen",0
"drain",0
"draw",0
"drever",0
"drift",0
"drive",0
"drunken",0
"duck",0
"duncan",0
"dunda",0
"dunvegan",0
"duodecimo",0
"duplic",0
"dusk",0
"dwelt",0
"eabamet",0
"eager",0
"ear",0
"earl",0
"earli",0
"earlier",0
"earliest",0
"earn",0
"earnest",0
"eas",0
"easement",0
"ecart",0
"edgar",0
"edmonton",0
"educ",0
"edward",0
"effect",0
"effectu",0
"effici",0
"effort",0
"eighteen",0
"eighth",0
"eighton",0
"eightseven",0
"eightychain",0
"eightyeight",0
"eightyf",0
"eightynin",0
"eightyon",0
"eightyseven",0
"eightysix",0
"eightytwo",0
"elbow",0
"elect",0
"electedmissabay",0
"eleven",0
"elgin",0
"elizabeth",0
"elm",0
"eloqu",0
"embarrass",0
"emblem",0
"embodi",0
"emin",0
"emphas",0
"employ",0
"encamp",0
"enclos",0
"encount",0
"encroach",0
"endeavor",0
"endeavour",0
"endur",0
"enemi",0
"energet",0
"energi",0
"enfeof",0
"enforc",0
"engin",0
"england",0
"enhanc",0
"enjoin",0
"enlarg",0
"enlighten",0
"enquiri",0
"enrol",0
"enseal",0
"ensil",0
"enslav",0
"entail",0
"enterpris",0
"entertain",0
"enthusiasm",0
"entic",0
"entir",0
"entranc",0
"entrust",0
"enumer",0
"equal",0
"equip",0
"equit",0
"equiti",0
"equival",0
"eqwan",0
"erad",0
"erect",0
"erron",0
"error",0
"esau",0
"escort",0
"escunnisep",0
"esquimalt",0
"essenti",0
"eta",0
"etc",0
"etienn",0
"etoimaini",0
"etoimami",0
"ettc",0
"europ",0
"evelyn",0
"even",0
"event",0
"everyth",0
"evid",0
"evidenc",0
"evil",0
"exagger",0
"exalt",0
"examin",0
"exchang",0
"excit",0
"exclud",0
"exempt",0
"exercis",0
"exert",0
"exhibit",0
"exist",0
"expect",0
"expedi",0
"expedit",0
"expediti",0
"expenditur",0
"experi",0
"experienc",0
"expir",0
"explan",0
