"Term","Frequency","Correlation"
"relinquish",7,0.145217906762332
"mutual",3,0.144720987274414
"adequ",3,0.14356541925449
"king",31,0.142335537360082
"seven",24,0.14097497398579
"septemb",17,0.140845377001536
"transact",6,0.140793220321939
"excel",15,0.139355072926632
"nation",26,0.139214044203796
"shewn",3,0.137724381294251
"confirm",24,0.137621955847092
"war",8,0.130246582708503
"annapoli",2,0.130234744163666
"boston",2,0.130234744163666
"chamber",2,0.130234744163666
"penobscot",2,0.130234744163666
"ant",1,0.127789631401319
"beforement",1,0.127789631401319
"bostwick",1,0.127789631401319
"campion",1,0.127789631401319
"chipwa",1,0.127789631401319
"etienn",1,0.127789631401319
"gross",1,0.127789631401319
"haldimand",1,0.127789631401319
"invalid",1,0.127789631401319
"kitchi",1,0.127789631401319
"kouss",1,0.127789631401319
"lessey",1,0.127789631401319
"lyon",1,0.127789631401319
"macnamara",1,0.127789631401319
"magousseihigan",1,0.127789631401319
"matthey",1,0.127789631401319
"michigan",1,0.127789631401319
"michilimakinak",1,0.127789631401319
"negou",1,0.127789631401319
"pouana",1,0.127789631401319
"rankin",1,0.127789631401319
"renunci",1,0.127789631401319
"tabeau",1,0.127789631401319
"underwritten",1,0.127789631401319
"mckee",6,0.126510708366092
"administr",3,0.126424534679253
"executor",3,0.126424534679253
"court",4,0.124487563142878
"deleg",2,0.123667246245133
"frederick",2,0.122664449515843
"mountain",6,0.121296509930571
"england",4,0.120149379000622
"instrument",13,0.119770618476008
"can",10,0.119036060271203
"necessari",16,0.11787418734018
"absolv",4,0.117403578380803
"acadi",2,0.116461111710357
"want",5,0.116389234695217
"endeavor",2,0.115495472996951
"franc",4,0.11461927148809
"divest",2,0.114344731667646
"cariboux",1,0.114232089634133
"circumfer",1,0.114232089634133
"payenanassin",1,0.114232089634133
"payentanassin",1,0.114232089634133
"consent",18,0.113697370220894
"third",30,0.113464591509275
"twelfth",3,0.111629875198949
"join",9,0.110509203637272
"length",3,0.10932991210087
"defect",2,0.108667182190109
"alia",1,0.108424861560707
"ancient",1,0.108424861560707
"arexus",1,0.108424861560707
"attest",1,0.108424861560707
"britannica",1,0.108424861560707
"duodecimo",1,0.108424861560707
"georgii",1,0.108424861560707
"injuri",1,0.108424861560707
"loron",1,0.108424861560707
"magna",1,0.108424861560707
"massachusett",1,0.108424861560707
"meganumb",1,0.108424861560707
"naudgewaek",1,0.108424861560707
"possessor",1,0.108424861560707
"regi",1,0.108424861560707
"regni",1,0.108424861560707
"sanguaarum",1,0.108424861560707
"sec",1,0.108424861560707
"utrecht",1,0.108424861560707
"williard",1,0.108424861560707
"xavier",1,0.108424861560707
"fifti",17,0.107823964003642
"deputi",17,0.106674769155278
"call",23,0.106206216403405
"york",7,0.104681214795681
"feet",4,0.103809942917319
"bring",16,0.103097934883706
"ruin",2,0.102908343063359
"north",36,0.102902635225729
"becam",3,0.100711408382133
"applic",6,0.0983883282906504
"ratifi",6,0.0975674282959374
"read",14,0.0972443982196101
"belt",3,0.0971633049560829
"eightyon",2,0.0951874175068968
"sell",20,0.0951497992545798
"ten",16,0.0950058636018563
"grant",29,0.0949007446866945
"estim",10,0.0944421094437288
"baypenetangushen",1,0.0935023500487449
"habour",1,0.0935023500487449
"nottoway",1,0.0935023500487449
"oil",1,0.0935023500487449
"opetiguoyaws",1,0.0935023500487449
"sagu",1,0.0935023500487449
"sometim",1,0.0935023500487449
"southwesternmost",1,0.0935023500487449
"thirtyeighth",1,0.0935023500487449
"chippeway",1,0.0935023500487449
"penetangushen",1,0.0935023500487449
"small",16,0.0930181876023892
"ratif",3,0.0925137179366612
"committe",9,0.0919505189940708
"grand",3,0.0915774536051891
"elsewher",8,0.0915210752350527
"compani",11,0.0914914507292716
"agent",12,0.0914388322235235
"carri",20,0.0913799498752242
"term",18,0.090366701858302
"sale",13,0.0887823408920834
"give",21,0.0885423349444183
"refus",3,0.0880315919105248
"memori",3,0.0875364237243767
"vizt",2,0.0860990307511732
"whatev",12,0.0848971672597695
"anno",2,0.0846984056465634
"thirtieth",5,0.0842004825419309
"direct",15,0.0834699189127125
"alreadi",11,0.0833834820715418
"fish",17,0.0796640802285499
"power",11,0.0792149704220925
"francoi",2,0.0784974119967841
"detroit",4,0.0780746638337243
"breadth",4,0.0777698596761715
"favour",13,0.0775564629131218
"alexand",11,0.07750724812006
"situat",26,0.0764853788344783
"thee",2,0.0764179467469543
"renew",2,0.0754957298275992
"judicatur",2,0.0753346815831114
"resort",2,0.0753346815831114
"attempt",3,0.0752341295599314
"royal",6,0.0751226214100623
"claim",35,0.0749956546152187
"help",4,0.0745813954975208
"sinclair",4,0.0743287868596568
"accadi",1,0.0730118905486523
"admir",1,0.0730118905486523
"bread",1,0.0730118905486523
"buri",1,0.0730118905486523
"cherish",1,0.0730118905486523
"chibenaccadi",1,0.0730118905486523
"cope",1,0.0730118905486523
"cornwal",1,0.0730118905486523
"correspond",1,0.0730118905486523
"defenc",1,0.0730118905486523
"flour",1,0.0730118905486523
"fowl",1,0.0730118905486523
"hadley",1,0.0730118905486523
"harmoni",1,0.0730118905486523
"hatchet",1,0.0730118905486523
"hopson",1,0.0730118905486523
"interchang",1,0.0730118905486523
"jean",1,0.0730118905486523
"jeremiah",1,0.0730118905486523
"mack",1,0.0730118905486523
"merchand",1,0.0730118905486523
"mick",1,0.0730118905486523
"norridgwolk",1,0.0730118905486523
"nov",1,0.0730118905486523
"oblivion",1,0.0730118905486523
"obstruct",1,0.0730118905486523
"peregrin",1,0.0730118905486523
"reiter",1,0.0730118905486523
"salvag",1,0.0730118905486523
"skin",1,0.0730118905486523
"tobacco",1,0.0730118905486523
"truckhous",1,0.0730118905486523
"vice",1,0.0730118905486523
"isl",4,0.0711391006879777
"poster",11,0.0694384373281652
"gloucest",2,0.0694000190856948
"receipt",14,0.0687195112982821
"henri",3,0.0664978579436463
"acknowledg",34,0.0656287878531128
"forego",9,0.0650489703533619
"etc",3,0.0638189640152358
"shipwreck",2,0.0634908700233775
"tri",2,0.0634908700233775
"find",7,0.063451716878622
"christian",5,0.0632256131526683
"decemb",5,0.0631318023250941
"survey",13,0.0628722941218016
"space",2,0.0621783076748352
"canard",1,0.0621402900197848
"carnard",1,0.0621402900197848
"eightysix",1,0.0621402900197848
"hole",1,0.0621402900197848
"inconsider",1,0.0621402900197848
"whit",1,0.0621402900197848
"pretenc",3,0.0620976716223722
"seiz",3,0.0620976716223722
"warrant",2,0.0619757552104258
"gift",4,0.0598054774735613
"behoof",4,0.0593882399005192
"enfeof",2,0.0590690863224696
"enfeoff",2,0.0590690863224696
"harmless",2,0.0590690863224696
"incumbr",2,0.0590690863224696
"indemnifi",2,0.0590690863224696
"irrevoc",2,0.0590690863224696
"bar",1,0.0588274807232195
"ninetyf",1,0.0588274807232195
"okemapen",1,0.0588274807232195
"potakquan",1,0.0588274807232195
"tabandan",1,0.0588274807232195
"tuli",1,0.0588274807232195
"wanipan",1,0.0588274807232195
"reward",3,0.0588137134870681
"domini",2,0.0586062305869392
"unto",27,0.0584782001213933
"forward",3,0.0572577891014776
"procur",3,0.0570437544864587
"sachem",5,0.0567101460716153
"chippawa",4,0.0561070526325173
"john",15,0.0556803129959395
"augustus",1,0.0552613894218159
"beach",1,0.0552613894218159
"indiand",1,0.0552613894218159
"jone",1,0.0552613894218159
"lamabinicon",1,0.0552613894218159
"neck",1,0.0552613894218159
"ninetyseven",1,0.0552613894218159
"sixpenc",1,0.0552613894218159
"thirtyseventh",1,0.0552613894218159
"twentychain",1,0.0552613894218159
"cape",4,0.0544037719776018
"inspector",8,0.054359076590694
"plantat",2,0.0541430491590133
"baptist",2,0.0537537080618279
"apprehend",2,0.0536722204745333
"armi",2,0.0536722204745333
"prejudic",2,0.0536722204745333
"suffer",6,0.0528130802124595
"but",7,0.0525055673868269
"twentyfirst",8,0.0520207675634654
"preserv",8,0.0514661590844887
"brittannick",2,0.0514138830317657
"think",5,0.0509733970542878
"withal",2,0.050785502327594
"bradstreet",1,0.0505704408576722
"delawar",1,0.0505704408576722
"sentiment",1,0.0505704408576722
"absolut",1,0.0505704408576722
"affirm",1,0.0505704408576722
"alarm",1,0.0505704408576722
"allianc",1,0.0505704408576722
"annoy",1,0.0505704408576722
"arighwadaga",1,0.0505704408576722
"ataweetsera",1,0.0505704408576722
"aug",1,0.0505704408576722
"avoin",1,0.0505704408576722
"awe",1,0.0505704408576722
"bestow",1,0.0505704408576722
"blockad",1,0.0505704408576722
"bodi",1,0.0505704408576722
"boquet",1,0.0505704408576722
"breach",1,0.0505704408576722
"britan",1,0.0505704408576722
"brittan",1,0.0505704408576722
"campaign",1,0.0505704408576722
"carriag",1,0.0505704408576722
"carrier",1,0.0505704408576722
"centuri",1,0.0505704408576722
"cheaper",1,0.0505704408576722
"coll",1,0.0505704408576722
"compli",1,0.0505704408576722
"conceal",1,0.0505704408576722
"congress",1,0.0505704408576722
"conquer",1,0.0505704408576722
"convoy",1,0.0505704408576722
"daili",1,0.0505704408576722
"demonstr",1,0.0505704408576722
"deni",1,0.0505704408576722
"deserterth",1,0.0505704408576722
"destruct",1,0.0505704408576722
"doubtless",1,0.0505704408576722
"engin",1,0.0505704408576722
"enlarg",1,0.0505704408576722
"enterpris",1,0.0505704408576722
"error",1,0.0505704408576722
"ettc",1,0.0505704408576722
"europ",1,0.0505704408576722
"expos",1,0.0505704408576722
"eyr",1,0.0505704408576722
"fals",1,0.0505704408576722
"fidel",1,0.0505704408576722
"fight",1,0.0505704408576722
"foll",1,0.0505704408576722
"forgiven",1,0.0505704408576722
"fugit",1,0.0505704408576722
"generos",1,0.0505704408576722
"genese",1,0.0505704408576722
"gladwin",1,0.0505704408576722
"goe",1,0.0505704408576722
"grass",1,0.0505704408576722
"grievanc",1,0.0505704408576722
"hard",1,0.0505704408576722
"hazard",1,0.0505704408576722
"himthi",1,0.0505704408576722
"humbl",1,0.0505704408576722
"impolit",1,0.0505704408576722
"infer",1,0.0505704408576722
"inviol",1,0.0505704408576722
"itmi",1,0.0505704408576722
"jealous",1,0.0505704408576722
"jealousi",1,0.0505704408576722
"kanestio",1,0.0505704408576722
"loser",1,0.0505704408576722
"majti",1,0.0505704408576722
"master",1,0.0505704408576722
"match",1,0.0505704408576722
"mediat",1,0.0505704408576722
"medit",1,0.0505704408576722
"mentionedth",1,0.0505704408576722
"meynominey",1,0.0505704408576722
"miami",1,0.0505704408576722
"michilimacinac",1,0.0505704408576722
"michilimainac",1,0.0505704408576722
"midst",1,0.0505704408576722
"monopoli",1,0.0505704408576722
"motiv",1,0.0505704408576722
"negro",1,0.0505704408576722
"neighbourhood",1,0.0505704408576722
"notwithstand",1,0.0505704408576722
"obstin",1,0.0505704408576722
"offenc",1,0.0505704408576722
"onnusseraqueta",1,0.0505704408576722
"oppos",1,0.0505704408576722
"oswego",1,0.0505704408576722
"pacquet",1,0.0505704408576722
"pani",1,0.0505704408576722
"pardon",1,0.0505704408576722
"passag",1,0.0505704408576722
"plunder",1,0.0505704408576722
"politician",1,0.0505704408576722
"pondiac",1,0.0505704408576722
"pottawatami",1,0.0505704408576722
"prejud",1,0.0505704408576722
"profound",1,0.0505704408576722
"puan",1,0.0505704408576722
"recours",1,0.0505704408576722
"reestablish",1,0.0505704408576722
"remitt",1,0.0505704408576722
"remonstr",1,0.0505704408576722
"respectmi",1,0.0505704408576722
"saki",1,0.0505704408576722
"schloster",1,0.0505704408576722
"seneca",1,0.0505704408576722
"shawanes",1,0.0505704408576722
"sherlock",1,0.0505704408576722
"solicit",1,0.0505704408576722
"sooner",1,0.0505704408576722
"souwarraghijojiana",1,0.0505704408576722
"spread",1,0.0505704408576722
"stabil",1,0.0505704408576722
"staid",1,0.0505704408576722
"stop",1,0.0505704408576722
"stori",1,0.0505704408576722
"surpris",1,0.0505704408576722
"susquehana",1,0.0505704408576722
"tho",1,0.0505704408576722
"tranquil",1,0.0505704408576722
"transmittedand",1,0.0505704408576722
"treacheri",1,0.0505704408576722
"utter",1,0.0505704408576722
"woodi",1,0.0505704408576722
"chenussio",1,0.0505704408576722
"gabriel",2,0.0504076312581004
"serv",3,0.0504058525644177
"mainland",2,0.0499589974844062
"murder",2,0.0483139693649633
"ship",2,0.0483139693649633
"whenc",2,0.0483139693649633
"david",6,0.0477375520146824
"heir",28,0.0472375724717711
"blanc",2,0.0468936466274612
"boi",2,0.0468936466274612
"captain",4,0.0453124576728897
"ecart",2,0.0452017199610307
"coast",4,0.0451409527119834
"paper",2,0.0445245260065046
"alien",11,0.0436858557399923
"capt",3,0.0436684689169151
"hostil",2,0.0435482766544107
"till",7,0.04337849067197
"post",13,0.0433719887800807
"pound",21,0.0422322240827774
"defend",15,0.042145136106547
"chenail",1,0.0420848237682298
"fro",1,0.0420848237682298
"gunter",1,0.0420848237682298
"pakeitchewans",1,0.0420848237682298
"wapissejunkissycawpowa",1,0.0420848237682298
"charl",7,0.0413070374644292
"caus",19,0.0412853338870169
"fifteenth",8,0.0410974704841471
"hinder",3,0.040905406739297
"southeastern",2,0.0408280758326845
"enter",16,0.0395158543965279
"disput",3,0.0381703802744031
"thoma",4,0.0376450494637613
"women",5,0.0376385290683993
"enseal",3,0.0372236421383767
"ninetyeight",4,0.0369318325648626
"sturgeon",4,0.0368858494205032
"peaceabl",3,0.0356850545089259
"messissagu",2,0.0354976591348436
"run",14,0.0353663939102252
"howev",13,0.0352267337565942
"begun",3,0.034697789836146
"purpos",27,0.0334372884477559
"fork",10,0.0330124910799982
"must",5,0.0329078501574686
"execut",21,0.0328431410776834
"complet",8,0.0324167760535088
"land",41,0.0322245041423656
"basi",2,0.0321866246479312
"brought",2,0.0321866246479312
"frenchman",2,0.0321866246479312
"listen",2,0.0321866246479312
"proof",2,0.0321866246479312
"affect",6,0.0320354271062553
"upward",2,0.0314639713319342
"station",4,0.0311964976450419
"quantiti",5,0.030817025290873
"cheppewa",1,0.0306908542635798
"clean",1,0.0306908542635798
"delewar",1,0.0306908542635798
"escunnisep",1,0.0306908542635798
"lime",1,0.0306908542635798
"trader",3,0.0303570322181244
"concess",3,0.0302671067781288
"oblig",14,0.0300722636697259
"aid",8,0.0294791089500763
"amongst",3,0.0293790521820954
"entertain",2,0.0290960849245659
"fail",2,0.0290960849245659
"vest",2,0.0290960849245659
"quiet",4,0.0278408767586183
"ninetysix",2,0.027671763489615
"powder",2,0.0275540770023226
"shot",2,0.0275540770023226
"twentyfourth",3,0.027492804128226
"esqr",2,0.0274405157263313
"hudson",11,0.0272632098648239
"desir",27,0.0267763312673497
"hall",3,0.0263067526132763
"eightyfour",3,0.0259948467907842
"futur",10,0.0258774089405769
"amherstburgh",1,0.0258408312094521
"babi",1,0.0258408312094521
"color",1,0.0258408312094521
"kig",1,0.0258408312094521
"messieur",1,0.0258408312094521
"powtawatami",1,0.0258408312094521
"sandwich",1,0.0258408312094521
"sketch",1,0.0258408312094521
"thirtyfour",1,0.0258408312094521
"voluntari",1,0.0258408312094521
"windmil",1,0.0258408312094521
"wyandot",1,0.0258408312094521
"yard",1,0.0258408312094521
"lordship",3,0.0252914009079829
"lay",10,0.0252773511670892
"brant",2,0.0252741595988675
"flamborough",2,0.0252741595988675
"shown",6,0.0249406975987916
"wabakanyn",2,0.024364097456187
"wabanip",2,0.024364097456187
"lieuten",10,0.0243466547707156
"twentysecond",3,0.024317497174846
"johnson",4,0.0241875017856853
"benjamin",4,0.0237582041825485
"acquaint",2,0.0226761858533627
"certif",2,0.0226761858533627
"complaint",2,0.0226761858533627
"cut",2,0.0226761858533627
"destroy",2,0.0226761858533627
"enslav",2,0.0226761858533627
"neighbour",2,0.0226761858533627
"spirit",2,0.0226761858533627
"esquir",19,0.0221931168870185
"superior",7,0.0220426479277992
"hickori",2,0.0217397733347461
"sandi",4,0.021651930323151
"shill",10,0.0215911177528929
"nineti",7,0.021470754485141
"rock",2,0.0206945417101584
"goodwil",3,0.0204342399629613
"wood",21,0.0193760495341607
"bart",2,0.0184199730912922
"apalachicola",1,0.0182636671456464
"atlantick",1,0.0182636671456464
"coloni",1,0.0182636671456464
"contin",1,0.0182636671456464
"presum",1,0.0182636671456464
"proprietari",1,0.0182636671456464
"abus",1,0.0182636671456464
"accus",1,0.0182636671456464
"acquisit",1,0.0182636671456464
"aggriev",1,0.0182636671456464
"anticosti",1,0.0182636671456464
"antiocosti",1,0.0182636671456464
"approb",1,0.0182636671456464
"attamaha",1,0.0182636671456464
"braveri",1,0.0182636671456464
"breton",1,0.0182636671456464
"chaleur",1,0.0182636671456464
"champlain",1,0.0182636671456464
"chatahouche",1,0.0182636671456464
"commissari",1,0.0182636671456464
"crimin",1,0.0182636671456464
"des",1,0.0182636671456464
"disband",1,0.0182636671456464
"discont",1,0.0182636671456464
"displeasur",1,0.0182636671456464
"dominico",1,0.0182636671456464
"enjoin",1,0.0182636671456464
"feloni",1,0.0182636671456464
"flint",1,0.0182636671456464
"florida",1,0.0182636671456464
"forbid",1,0.0182636671456464
"forthwith",1,0.0182636671456464
"fraud",1,0.0182636671456464
"georgia",1,0.0182636671456464
"grenada",1,0.0182636671456464
"grenadin",1,0.0182636671456464
"gulph",1,0.0182636671456464
"impow",1,0.0182636671456464
"inadvert",1,0.0182636671456464
"insert",1,0.0182636671456464
"irregular",1,0.0182636671456464
"jamess",1,0.0182636671456464
"labrador",1,0.0182636671456464
"leagu",1,0.0182636671456464
"licenc",1,0.0182636671456464
"louisbourg",1,0.0182636671456464
"love",1,0.0182636671456464
"madelain",1,0.0182636671456464
"manufactur",1,0.0182636671456464
"mauripa",1,0.0182636671456464
"mexico",1,0.0182636671456464
"mispris",1,0.0182636671456464
"mississippi",1,0.0182636671456464
"neglect",1,0.0182636671456464
"newfoundland",1,0.0182636671456464
"nigh",1,0.0182636671456464
"noncommiss",1,0.0182636671456464
"ordain",1,0.0182636671456464
"ordin",1,0.0182636671456464
"pari",1,0.0182636671456464
"pentchartain",1,0.0182636671456464
"pissin",1,0.0182636671456464
"prescrib",1,0.0182636671456464
"proclam",1,0.0182636671456464
"publick",1,0.0182636671456464
"quitrent",1,0.0182636671456464
"rank",1,0.0182636671456464
"refug",1,0.0182636671456464
"rosier",1,0.0182636671456464
"seat",1,0.0182636671456464
"sentenc",1,0.0182636671456464
"sovereignti",1,0.0182636671456464
"speed",1,0.0182636671456464
"speedi",1,0.0182636671456464
"subaltern",1,0.0182636671456464
"tenement",1,0.0182636671456464
"termin",1,0.0182636671456464
"tobago",1,0.0182636671456464
"treason",1,0.0182636671456464
"trial",1,0.0182636671456464
"vincent",1,0.0182636671456464
"wil",1,0.0182636671456464
"aris",4,0.018180691705773
"matchedash",3,0.0180628102938139
"paint",2,0.0172739644597023
"friend",2,0.0166623560713168
"other",14,0.0163662548393138
"colonel",4,0.0160056067452203
"arpent",1,0.0155999722646891
"behoff",1,0.0155999722646891
"channail",1,0.0155999722646891
"chaudir",1,0.0155999722646891
"dind",1,0.0155999722646891
"grate",1,0.0155999722646891
"gulli",1,0.0155999722646891
"hess",1,0.0155999722646891
"jarvai",1,0.0155999722646891
"knagg",1,0.0155999722646891
"messesagey",1,0.0155999722646891
"pottowatomi",1,0.0155999722646891
"streight",1,0.0155999722646891
"ware",1,0.0155999722646891
"sixtyeight",3,0.0154419998478139
"remain",11,0.0154304253253299
"agreeabl",3,0.0151120974040883
"promis",28,0.0147855007499053
"wind",8,0.0140400200173019
"channel",2,0.0137973455448342
"rivir",2,0.0137558118145118
"lodg",2,0.013367187764937
"deliveri",9,0.0132645765819481
"advic",3,0.0119179193725617
"burlington",5,0.0117745100885369
"almost",3,0.0112343553422851
"method",3,0.0112343553422851
"joseph",10,0.0108437068105149
"jame",10,0.0106356724097274
"fee",2,0.00984991567163657
"preliminari",3,0.00967799966674528
